10	100	0.000034644	1
10	10	0.027209240	1
10	101	0.000955540	1
10	102	0.000446630	1
10	103	0.000490810	1
10	104	0.001585010	1
10	105	0.105112480	1
10	106	0.106403800	1
10	107	0.003375380	1
10	108	0.017726170	1
10	109	0.002436400	1
10	11	0.000420660	1
10	110	0.006283240	1
10	111	0.072874320	1
10	112	0.000762730	1
10	113	0.029446500	1
10	114	0.000085219	1
10	115	0.001596140	1
10	116	0.000361290	1
10	117	0.001012920	1
10	118	0.004112170	1
10	119	0.026602070	1
10	12	0.000442010	1
10	120	0.066061480	1
10	121	0.002414000	1
10	124	0.003432870	1
10	125	0.011201490	1
10	126	0.019616630	1
10	127	0.002754240	1
10	128	0.000440520	1
10	129	0.000656020	1
10	130	0.028535080	1
10	13	0.010628130	1
10	132	0.007078830	1
10	133	0.641913800	1
10	134	1.077278300	1
10	14	0.000186240	1
10	15	0.018752110	1
10	16	0.004086060	1
10	17	0.001629490	1
10	18	0.003678890	1
10	19	0.000183670	1
10	2	0.000939030	1
10	20	0.124513210	1
10	22	0.000310750	1
10	23	0.000015006	1
10	24	0.000186240	1
10	25	0.000885650	1
10	26	0.000932530	1
10	27	0.012631240	1
10	29	0.000285010	1
10	30	0.003337110	1
10	3	0.001325670	1
10	31	0.000519930	1
10	32	0.000854610	1
10	33	0.001471670	1
10	34	0.000425550	1
10	35	0.010671000	1
10	36	0.004018470	1
10	37	0.012066290	1
10	38	0.000130180	1
10	39	0.000089868	1
10	40	0.000898020	1
10	4	0.000236850	1
10	41	0.003017130	1
10	42	0.001992300	1
10	43	0.005910230	1
10	44	0.001044090	1
10	45	0.002108870	1
10	46	0.002574790	1
10	47	0.089090840	1
10	48	0.001231880	1
10	49	0.002395930	1
10	50	0.002563180	1
10	5	0.000524660	1
10	52	0.089893160	1
10	53	0.003182780	1
10	54	0.048233820	1
10	57	0.001421770	1
10	58	0.001776590	1
10	59	0.031609460	1
10	60	0.008499200	1
10	6	0.000991990	1
10	61	0.007911860	1
10	62	0.015328450	1
10	63	0.001921650	1
10	64	0.004239500	1
10	65	0.010890480	1
10	66	0.002612810	1
10	67	0.001258270	1
10	68	0.002846060	1
10	69	0.000854610	1
10	7	0.001231880	1
10	70	0.030022950	1
10	71	0.000991990	1
10	72	0.002059980	1
10	73	0.005387750	1
10	74	0.004010960	1
10	75	0.001778320	1
10	76	0.011808930	1
10	77	0.000108880	1
10	78	0.000218990	1
10	79	0.001800570	1
10	80	0.002174130	1
10	8	0.008145500	1
10	81	0.007980230	1
10	83	0.000112040	1
10	84	0.000961690	1
10	85	0.021450330	1
10	86	0.000691550	1
10	87	0.000689280	1
10	88	0.174525200	1
10	89	0.013246270	1
10	9	0.002312730	1
10	90	0.052481380	1
10	91	0.002033130	1
10	92	0.000442460	1
10	93	0.003604960	1
10	94	0.001310050	1
10	95	0.014491990	1
10	96	0.000107900	1
10	97	0.000400300	1
10	98	0.000226230	1
10	99	0.023393770	1
115	100	0.074746070	1
115	10	0.518122100	1
115	101	0.002466680	1
115	102	0.060593580	1
115	103	0.116475690	1
115	104	0.010353660	1
115	107	0.006344310	1
115	108	0.049650130	1
115	109	1.265624300	1
115	11	0.145810040	1
115	112	1.335053900	1
115	113	0.216196630	1
115	114	0.002766670	1
115	115	0.002008580	1
115	117	0.015492240	1
115	12	0.013344850	1
115	121	2.212416000	1
115	124	0.099362400	1
115	125	0.000644360	1
115	126	0.112455080	1
115	127	1.229097800	1
115	13	0.005927150	1
115	130	0.186579720	1
115	14	0.011772080	1
115	15	1.040293300	1
115	16	0.003255360	1
115	18	0.453667280	1
115	19	0.093271400	1
115	2	0.022647740	1
115	22	0.020506640	1
115	24	0.067579160	1
115	25	0.042533980	1
115	26	0.054006320	1
115	29	0.001044390	1
115	30	0.114363420	1
115	31	0.046786670	1
115	32	1.863171700	1
115	34	0.041188590	1
115	3	4.808416000	1
115	35	0.580857460	1
115	37	0.548037000	1
115	39	0.082217240	1
115	40	0.083378680	1
115	4	0.016892950	1
115	41	0.064754890	1
115	43	0.156140610	1
115	44	0.013830580	1
115	45	0.022356720	1
115	46	1.249000200	1
115	47	0.088449450	1
115	48	0.427780000	1
115	49	0.652229400	1
115	5	0.001852380	1
115	52	0.100014670	1
115	53	0.054774720	1
115	57	0.041587960	1
115	58	0.058633900	1
115	60	0.058498580	1
115	6	0.037873160	1
115	61	0.282641400	1
115	62	1.071665200	1
115	65	0.043023910	1
115	66	0.211576500	1
115	67	0.250267700	1
115	69	0.008360660	1
115	7	0.053185720	1
115	71	0.129927680	1
115	72	0.119333710	1
115	74	0.020177250	1
115	77	0.090113280	1
115	78	1.146687200	1
115	79	0.007380910	1
115	80	0.171292900	1
115	83	0.033899480	1
115	84	0.055022470	1
115	86	0.090136470	1
115	89	0.061803590	1
115	9	0.020178210	1
115	92	4.687314000	1
115	93	0.033283040	1
115	96	0.052335250	1
115	97	0.651904600	1
202	100	0.024327800	1
202	10	0.083685850	1
202	101	0.021100670	1
202	102	0.112342950	1
202	103	0.101585390	1
202	104	0.118890240	1
202	106	0.168180480	1
202	107	0.017332520	1
202	108	0.201013060	1
202	109	0.030683420	1
